Frequenz (Hz)	Pegel (dB)
18193,359375	-94,132736
18196,289062	-94,075447
18199,218750	-93,565399
18202,148438	-93,181519
18205,078125	-94,615952
18208,007812	-94,183800
18210,937500	-94,268066
18213,867188	-94,506058
18216,796875	-94,617943
18219,726562	-94,199608
18222,656250	-93,963127
18225,585938	-93,228966
18228,515625	-94,021339
18231,445312	-93,264351
18234,375000	-93,652657
18237,304688	-93,995155
18240,234375	-93,401154
18243,164062	-92,992691
18246,093750	-93,438759
18249,023438	-93,699936
18251,953125	-93,711967
18254,882812	-94,014786
18257,812500	-94,518616
18260,742188	-93,916786
18263,671875	-93,319138
18266,601562	-93,822746
18269,531250	-93,380852
18272,460938	-93,730690
18275,390625	-93,383018
18278,320312	-93,037086
18281,250000	-93,432083
18284,179688	-93,146217
18287,109375	-93,279236
18290,039062	-93,522804
18292,968750	-93,386299
18295,898438	-93,049316
18298,828125	-93,122093
18301,757812	-92,950623
18304,687500	-93,677460
18307,617188	-93,918602
18310,546875	-93,962463
18313,476562	-93,446953
18316,406250	-93,241951
18319,335938	-93,557648
18322,265625	-94,058327
18325,195312	-93,681847
18328,125000	-93,218887
18331,054688	-93,268669
18333,984375	-93,008636
18336,914062	-93,423645
18339,843750	-93,153664
18342,773438	-93,067284
18345,703125	-93,747070
18348,632812	-93,142815
18351,562500	-92,604317
18354,492188	-93,160652
18357,421875	-93,564217
18360,351562	-93,627373
18363,281250	-93,908295
18366,210938	-94,336884
18369,140625	-94,555862
18372,070312	-93,726013
18375,000000	-93,136208
18377,929688	-93,004456
18380,859375	-93,236946
18383,789062	-93,402786
18386,718750	-93,454582
18389,648438	-93,874313
18392,578125	-93,846107
18395,507812	-93,034607
18398,437500	-93,026703
18401,367188	-93,304039
18404,296875	-93,652542
18407,226562	-93,927155
18410,156250	-93,953583
18413,085938	-93,383789
18416,015625	-92,902901
18418,945312	-93,275230
18421,875000	-93,719849
18424,804688	-93,697136
18427,734375	-93,622986
18430,664062	-93,282883
18433,593750	-92,486862
18436,523438	-92,797852
18439,453125	-92,475983
18442,382812	-92,264137
18445,312500	-92,634445
18448,242188	-92,241539
18451,171875	-93,179459
18454,101562	-92,874367
18457,031250	-92,689682
18459,960938	-92,791466
18462,890625	-92,972832
18465,820312	-92,534897
18468,750000	-92,367584
18471,679688	-93,428383
18474,609375	-93,036499
18477,539062	-92,602043
18480,468750	-92,719742
18483,398438	-92,428429
18486,328125	-92,548859
18489,257812	-91,884491
18492,187500	-91,991966
18495,117188	-92,858727
18498,046875	-92,893806
18500,976562	-92,711052
18503,906250	-92,194740
18506,835938	-92,446960
18509,765625	-93,241188
18512,695312	-92,830765
18515,625000	-92,051216
18518,554688	-91,687683
18521,484375	-91,477135
18524,414062	-91,709679
18527,343750	-92,463486
18530,273438	-92,228683
18533,203125	-93,052322
18536,132812	-93,110130
18539,062500	-92,747375
18541,992188	-92,015152
18544,921875	-91,920898
18547,851562	-92,248917
18550,781250	-92,886635
18553,710938	-92,796135
18556,640625	-92,307037
18559,570312	-91,984215
18562,500000	-92,338989
18565,429688	-92,273628
18568,359375	-92,267914
18571,289062	-91,639641
18574,218750	-92,175804
18577,148438	-92,604027
18580,078125	-92,456024
18583,007812	-91,582077
18585,937500	-92,370377
18588,867188	-92,532425
18591,796875	-92,643402
18594,726562	-92,114288
18597,656250	-91,397728
18600,585938	-91,896599
18603,515625	-92,894005
18606,445312	-91,941032
18609,375000	-90,913895
18612,304688	-91,527527
18615,234375	-92,469528
18618,164062	-93,144897
18621,093750	-93,091492
18624,023438	-92,305367
18626,953125	-92,195038
18629,882812	-92,387810
18632,812500	-91,848297
18635,742188	-92,481796
18638,671875	-92,018082
18641,601562	-91,999077
18644,531250	-91,987190
18647,460938	-91,733810
18650,390625	-91,473732
18653,320312	-91,281799
18656,250000	-91,392998
18659,179688	-91,680664
18662,109375	-90,818192
18665,039062	-91,306664
18667,968750	-91,643021
18670,898438	-91,118706
18673,828125	-91,522209
18676,757812	-91,099495
18679,687500	-91,683571
18682,617188	-92,507744
18685,546875	-91,898933
18688,476562	-92,149887
18691,406250	-91,606903
18694,335938	-91,118576
18697,265625	-91,890602
18700,195312	-91,884079
18703,125000	-91,463364
18706,054688	-91,320587
18708,984375	-91,288277
18711,914062	-91,022079
18714,843750	-90,967827
18717,773438	-91,070602
18720,703125	-90,480942
18723,632812	-90,689400
18726,562500	-90,782585
18729,492188	-91,565331
18732,421875	-91,052734
18735,351562	-90,621223
18738,281250	-90,403999
18741,210938	-90,554321
18744,140625	-90,338524
18747,070312	-91,207581
18750,000000	-91,529938
18752,929688	-91,660042
18755,859375	-91,432945
18758,789062	-91,350151
18761,718750	-90,751541
18764,648438	-91,169228
18767,578125	-90,982552
18770,507812	-90,574486
18773,437500	-90,466476
18776,367188	-91,020050
18779,296875	-90,100510
18782,226562	-90,082756
18785,156250	-90,284515
18788,085938	-90,474487
18791,015625	-90,514702
18793,945312	-90,606636
18796,875000	-90,754242
18799,804688	-89,461884
18802,734375	-90,516304
18805,664062	-90,392891
18808,593750	-89,356476
18811,523438	-89,936516
18814,453125	-89,744156
18817,382812	-89,793961
18820,312500	-89,243248
18823,242188	-88,896858
18826,171875	-89,106377
18829,101562	-89,725929
18832,031250	-89,175423
18834,960938	-88,593269
18837,890625	-88,335724
18840,820312	-87,510017
18843,750000	-87,877174
18846,679688	-88,816277
18849,609375	-88,389435
18852,539062	-88,084206
18855,468750	-87,960892
18858,398438	-87,875740
18861,328125	-88,538689
18864,257812	-88,276794
18867,187500	-87,603958
18870,117188	-87,559990
18873,046875	-87,449745
18875,976562	-87,639809
18878,906250	-87,104469
18881,835938	-87,091408
18884,765625	-86,457359
18887,695312	-86,569031
18890,625000	-86,536636
18893,554688	-86,532272
18896,484375	-87,270210
18899,414062	-87,053009
18902,343750	-87,018539
18905,273438	-87,187920
18908,203125	-86,249641
18911,132812	-86,282753
18914,062500	-86,188293
18916,992188	-85,797050
18919,921875	-86,063843
18922,851562	-85,684441
18925,781250	-85,713371
18928,710938	-85,629364
18931,640625	-85,957481
18934,570312	-85,928391
18937,500000	-85,466209
18940,429688	-85,598885
18943,359375	-85,163773
18946,289062	-85,151886
18949,218750	-85,273430
18952,148438	-85,240387
18955,078125	-85,102821
18958,007812	-84,101097
18960,937500	-84,566704
18963,867188	-85,010399
18966,796875	-84,304153
18969,726562	-84,253952
18972,656250	-84,484535
18975,585938	-84,283615
18978,515625	-84,260582
18981,445312	-84,542587
18984,375000	-84,066963
18987,304688	-83,025200
18990,234375	-83,327751
18993,164062	-83,776596
18996,093750	-83,113411
18999,023438	-83,495972
19001,953125	-83,174316
19004,882812	-83,118965
19007,812500	-83,607231
19010,742188	-83,412903
19013,671875	-82,988777
19016,601562	-82,459679
19019,531250	-83,435143
19022,460938	-83,148651
19025,390625	-83,008484
19028,320312	-82,645767
19031,250000	-82,483673
19034,179688	-82,723274
19037,109375	-82,845619
19040,039062	-82,641266
19042,968750	-82,551865
19045,898438	-81,737808
19048,828125	-81,119591
19051,757812	-81,452003
19054,687500	-81,915482
19057,617188	-81,924599
19060,546875	-81,739357
19063,476562	-80,627914
19066,406250	-81,478806
19069,335938	-81,610741
19072,265625	-81,481316
19075,195312	-81,100174
19078,125000	-80,645111
19081,054688	-81,503792
19083,984375	-81,410568
19086,914062	-80,861053
19089,843750	-80,052925
19092,773438	-80,795990
19095,703125	-80,289047
19098,632812	-80,877663
19101,562500	-80,772873
19104,492188	-80,566277
19107,421875	-80,745346
19110,351562	-80,776237
19113,281250	-80,358696
19116,210938	-80,084114
19119,140625	-79,710724
19122,070312	-78,834396
19125,000000	-80,091888
19127,929688	-80,267097
19130,859375	-79,804115
19133,789062	-80,011032
19136,718750	-79,545799
19139,648438	-79,495316
19142,578125	-79,844696
19145,507812	-79,785797
19148,437500	-79,614914
19151,367188	-79,332970
19154,296875	-79,930428
19157,226562	-80,350876
19160,156250	-80,097221
19163,085938	-79,595650
19166,015625	-79,378807
19168,945312	-78,994194
19171,875000	-79,848320
19174,804688	-80,158653
19177,734375	-79,475090
19180,664062	-78,111320
19183,593750	-79,131203
19186,523438	-80,026970
19189,453125	-79,555138
19192,382812	-79,796143
19195,312500	-79,563484
19198,242188	-79,453316
19201,171875	-79,690346
19204,101562	-79,981407
19207,031250	-79,907379
19209,960938	-79,510902
19212,890625	-80,074181
19215,820312	-78,867409
19218,750000	-78,531433
19221,679688	-78,874443
19224,609375	-78,855469
19227,539062	-79,658157
19230,468750	-79,805855
19233,398438	-79,898560
19236,328125	-79,870560
19239,257812	-79,680389
19242,187500	-80,395912
19245,117188	-80,772980
19248,046875	-80,080635
19250,976562	-80,196938
19253,906250	-80,344429
19256,835938	-80,021820
19259,765625	-80,118645
19262,695312	-80,340164
19265,625000	-80,610420
19268,554688	-80,688820
19271,484375	-80,156158
19274,414062	-80,216652
19277,343750	-79,535095
19280,273438	-79,847343
19283,203125	-80,688980
19286,132812	-80,968391
19289,062500	-80,506500
19291,992188	-80,872620
19294,921875	-80,152176
19297,851562	-80,621941
19300,781250	-81,772606
19303,710938	-81,099632
19306,640625	-81,257851
19309,570312	-80,754128
19312,500000	-80,674568
19315,429688	-80,840118
19318,359375	-80,459221
19321,289062	-80,403854
19324,218750	-80,733650
19327,148438	-80,572121
19330,078125	-81,180519
19333,007812	-80,847816
19335,937500	-80,748764
19338,867188	-80,831322
19341,796875	-80,695061
19344,726562	-80,719879
19347,656250	-80,539429
19350,585938	-80,492836
19353,515625	-80,252945
19356,445312	-80,753571
19359,375000	-81,045120
19362,304688	-81,729622
19365,234375	-81,991837
19368,164062	-81,259003
19371,093750	-80,766258
19374,023438	-81,122322
19376,953125	-81,714172
19379,882812	-82,355309
19382,812500	-81,803955
19385,742188	-81,350365
19388,671875	-82,026924
19391,601562	-81,232765
19394,531250	-81,258621
19397,460938	-82,359421
19400,390625	-82,552826
19403,320312	-82,274460
19406,250000	-82,746170
19409,179688	-82,664536
19412,109375	-81,798370
19415,039062	-82,611259
19417,968750	-81,648827
19420,898438	-81,583733
19423,828125	-83,014137
19426,757812	-82,526733
19429,687500	-82,732605
19432,617188	-83,007034
19435,546875	-82,219063
19438,476562	-82,762497
19441,406250	-82,803368
19444,335938	-83,412476
19447,265625	-83,411774
19450,195312	-84,130859
19453,125000	-83,714371
19456,054688	-82,853813
19458,984375	-82,681129
19461,914062	-83,150406
19464,843750	-83,425133
19467,773438	-83,482880
19470,703125	-83,560684
19473,632812	-83,560631
19476,562500	-83,255463
19479,492188	-83,097855
19482,421875	-83,851631
19485,351562	-83,649887
19488,281250	-84,045418
19491,210938	-84,545364
19494,140625	-84,779434
19497,070312	-84,200371
19500,000000	-84,389130
19502,929688	-84,994957
19505,859375	-85,890060
19508,789062	-85,537247
19511,718750	-85,189079
19514,648438	-85,797707
19517,578125	-85,550018
19520,507812	-85,028847
19523,437500	-85,329414
19526,367188	-85,779617
19529,296875	-85,878944
19532,226562	-85,314713
19535,156250	-85,250740
19538,085938	-85,761978
19541,015625	-85,858681
19543,945312	-85,529976
19546,875000	-86,334648
19549,804688	-86,696327
19552,734375	-86,919273
19555,664062	-86,996307
19558,593750	-87,673515
19561,523438	-87,284256
19564,453125	-87,106667
19567,382812	-87,604820
19570,312500	-87,282890
19573,242188	-86,660683
19576,171875	-87,612114
19579,101562	-87,256912
19582,031250	-87,111969
19584,960938	-87,614876
19587,890625	-88,346230
19590,820312	-88,276848
19593,750000	-88,294670
19596,679688	-87,964523
19599,609375	-87,813194
19602,539062	-87,412354
19605,468750	-87,952988
19608,398438	-88,771301
19611,328125	-88,713272
19614,257812	-88,902885
19617,187500	-89,476440
19620,117188	-90,254608
19623,046875	-89,945930
19625,976562	-90,152885
19628,906250	-90,419533
19631,835938	-89,793526
19634,765625	-90,296387
19637,695312	-90,565559
19640,625000	-90,201416
19643,554688	-90,398346
19646,484375	-90,786453
19649,414062	-90,374336
19652,343750	-91,054008
19655,273438	-91,515068
19658,203125	-91,119133
19661,132812	-91,235504
19664,062500	-91,735901
19666,992188	-91,590889
19669,921875	-91,577461
19672,851562	-91,796059
19675,781250	-91,907227
19678,710938	-92,020508
19681,640625	-91,549232
19684,570312	-92,072868
19687,500000	-92,941269
19690,429688	-92,532074
19693,359375	-92,652588
19696,289062	-92,689857
19699,218750	-92,866707
19702,148438	-93,539261
19705,078125	-93,178383
19708,007812	-91,880554
19710,937500	-91,817116
19713,867188	-92,118362
19716,796875	-92,281723
19719,726562	-92,336952
19722,656250	-92,919922
19725,585938	-92,913567
19728,515625	-92,642395
19731,445312	-92,619591
19734,375000	-93,287643
19737,304688	-93,074471
19740,234375	-92,629044
19743,164062	-93,530846
19746,093750	-93,121246
19749,023438	-93,394226
19751,953125	-93,402473
19754,882812	-93,483910
19757,812500	-94,213654
19760,742188	-94,319878
19763,671875	-93,602036
19766,601562	-93,733902
19769,531250	-93,990723
19772,460938	-93,944450
19775,390625	-94,933517
19778,320312	-94,355583
19781,250000	-94,293129
19784,179688	-93,576546
19787,109375	-94,364525
19790,039062	-94,558853
19792,968750	-94,185463
19795,898438	-94,313515
19798,828125	-94,316147
19801,757812	-94,475761
19804,687500	-94,330307
19807,617188	-94,732933
19810,546875	-94,847580
19813,476562	-95,263489
19816,406250	-94,960739
19819,335938	-95,151222
19822,265625	-94,733688
19825,195312	-94,948425
19828,125000	-95,120667
19831,054688	-94,747589
19833,984375	-94,944763
19836,914062	-95,368294
19839,843750	-95,548004
19842,773438	-95,121780
19845,703125	-94,922272
19848,632812	-94,735229
19851,562500	-95,425034
19854,492188	-94,965256
19857,421875	-95,370445
19860,351562	-95,215294
19863,281250	-95,186691
19866,210938	-95,355835
19869,140625	-94,692932
19872,070312	-94,833168
19875,000000	-95,536537
19877,929688	-95,707008
19880,859375	-95,007851
19883,789062	-95,726448
19886,718750	-95,787422
19889,648438	-94,951836
19892,578125	-95,061409
19895,507812	-95,250580
19898,437500	-94,751328
19901,367188	-94,682884
19904,296875	-95,611977
19907,226562	-95,864471
19910,156250	-95,348648
19913,085938	-94,982681
19916,015625	-95,500832
19918,945312	-95,871880
19921,875000	-95,519630
19924,804688	-95,106010
19927,734375	-94,979996
19930,664062	-94,896751
19933,593750	-95,030037
19936,523438	-95,463806
19939,453125	-94,973007
19942,382812	-95,501656
19945,312500	-96,093216
19948,242188	-95,701653
19951,171875	-95,730705
19954,101562	-95,865906
19957,031250	-95,730133
19959,960938	-94,948593
19962,890625	-96,100136
19965,820312	-96,541405
19968,750000	-95,797745
19971,679688	-95,867554
19974,609375	-95,893150
19977,539062	-95,845268
19980,468750	-95,710518
19983,398438	-95,865143
19986,328125	-95,752525
19989,257812	-95,545021
19992,187500	-95,869286
19995,117188	-96,115303
19998,046875	-96,303818
20000,976562	-96,197319
20003,906250	-96,358116
20006,835938	-96,253555
20009,765625	-95,957985
20012,695312	-95,717278
20015,625000	-96,413963
20018,554688	-96,254692
20021,484375	-95,427910
20024,414062	-95,492424
20027,343750	-96,458046
20030,273438	-96,295631
20033,203125	-96,091988
20036,132812	-95,719490
20039,062500	-96,195969
20041,992188	-95,397713
20044,921875	-96,010040
20047,851562	-96,200478
20050,781250	-96,203773
20053,710938	-95,142967
20056,640625	-95,436760
20059,570312	-95,950012
20062,500000	-96,196564
20065,429688	-95,790314
20068,359375	-94,895149
20071,289062	-95,454224
20074,218750	-96,021461
20077,148438	-95,472229
20080,078125	-95,997902
20083,007812	-95,987389
20085,937500	-95,588982
20088,867188	-96,035713
20091,796875	-96,583000
20094,726562	-96,525314
20097,656250	-96,223640
20100,585938	-95,876923
20103,515625	-96,411125
20106,445312	-95,911667
20109,375000	-95,940765
20112,304688	-96,035248
20115,234375	-95,462303
20118,164062	-96,025620
20121,093750	-95,621040
20124,023438	-95,668701
20126,953125	-96,135361
20129,882812	-96,615913
20132,812500	-95,843185
20135,742188	-96,151237
20138,671875	-96,261696
20141,601562	-95,404770
20144,531250	-95,963959
20147,460938	-96,179504
20150,390625	-95,692146
20153,320312	-95,258034
20156,250000	-95,161743
20159,179688	-96,064095
20162,109375	-96,340645
20165,039062	-95,299774
20167,968750	-95,149567
20170,898438	-95,561623
20173,828125	-95,482559
20176,757812	-95,399078
20179,687500	-96,084427
20182,617188	-95,870102
20185,546875	-95,466522
20188,476562	-95,257858
20191,406250	-95,995308
20194,335938	-95,482475
20197,265625	-94,985626
20200,195312	-94,489189
20203,125000	-94,563019
20206,054688	-95,057922
20208,984375	-95,546967
20211,914062	-96,231468
20214,843750	-95,703896
20217,773438	-95,264145
20220,703125	-95,851036
20223,632812	-95,696991
20226,562500	-94,947258
20229,492188	-95,596855
20232,421875	-95,811668
20235,351562	-95,609344
20238,281250	-95,180237
20241,210938	-95,334267
20244,140625	-96,308907
20247,070312	-95,353233
20250,000000	-95,594994
20252,929688	-95,929733
20255,859375	-96,009590
20258,789062	-95,750992
20261,718750	-96,096123
20264,648438	-95,496887
20267,578125	-95,257111
20270,507812	-95,667274
20273,437500	-96,185616
20276,367188	-96,142799
20279,296875	-96,589386
20282,226562	-95,830849
20285,156250	-96,208893
20288,085938	-96,255020
20291,015625	-96,385658
20293,945312	-96,637535
20296,875000	-96,951820
20299,804688	-96,649948
20302,734375	-95,736687
20305,664062	-95,646561
20308,593750	-96,309708
20311,523438	-97,399315
20314,453125	-97,095444
20317,382812	-96,887428
20320,312500	-97,829941
20323,242188	-97,881485
20326,171875	-97,787804
20329,101562	-97,800446
20332,031250	-98,163254
20334,960938	-98,291649
20337,890625	-98,560432
20340,820312	-98,569450
20343,750000	-99,196625
20346,679688	-98,758934
20349,609375	-99,172661
20352,539062	-99,628685
20355,468750	-100,101181
20358,398438	-100,100220
20361,328125	-100,345558
20364,257812	-100,815163
20367,187500	-101,336525
20370,117188	-100,692162
20373,046875	-101,389832
20375,976562	-102,171394
20378,906250	-101,794838
20381,835938	-101,471565
20384,765625	-102,107071
20387,695312	-103,676598
20390,625000	-104,342255
20393,554688	-104,456718
20396,484375	-104,752129
20399,414062	-105,370003
20402,343750	-105,964622
20405,273438	-105,980469
20408,203125	-107,101791
20411,132812	-107,304321
20414,062500	-107,803192
20416,992188	-108,365501
20419,921875	-108,664665
20422,851562	-109,548500
20425,781250	-110,628189
20428,710938	-111,174706
20431,640625	-112,268158
20434,570312	-113,043633
20437,500000	-113,528008
20440,429688	-114,075623
20443,359375	-115,953659
20446,289062	-115,986771
20449,218750	-116,407501
20452,148438	-117,265511
20455,078125	-117,877510
20458,007812	-118,427689
20460,937500	-118,687431
20463,867188	-119,341026
20466,796875	-119,499413
20469,726562	-118,287117
20472,656250	-118,132011
20475,585938	-117,969925
20478,515625	-117,884544
20481,445312	-117,854149
20484,375000	-117,657303
20487,304688	-117,244682
20490,234375	-115,727089
20493,164062	-115,576622
20496,093750	-115,883965
20499,023438	-116,648323
20501,953125	-116,032288
20504,882812	-115,790596
20507,812500	-116,469070
20510,742188	-116,329552
20513,671875	-116,101349
20516,601562	-116,280258
20519,531250	-116,468224
20522,460938	-116,430588
20525,390625	-116,350098
20528,320312	-116,477798
20531,250000	-117,148773
20534,179688	-116,969887
20537,109375	-117,307434
20540,039062	-117,531433
20542,968750	-117,919876
20545,898438	-118,291733
20548,828125	-118,529259
20551,757812	-119,056885
20554,687500	-119,678337
20557,617188	-119,284821
20560,546875	-119,947304
20563,476562	-121,078964
20566,406250	-120,766739
20569,335938	-120,552444
20572,265625	-121,464027
20575,195312	-123,054855
20578,125000	-123,798134
20581,054688	-124,558403
20583,984375	-125,040588
20586,914062	-125,702164
20589,843750	-126,554100
20592,773438	-127,140228
20595,703125	-128,726303
20598,632812	-129,576004
20601,562500	-129,649948
20604,492188	-131,607574
20607,421875	-130,982513
20610,351562	-132,399734
20613,281250	-133,304413
20616,210938	-133,816116
20619,140625	-134,576950
20622,070312	-134,069977
20625,000000	-133,500031
20627,929688	-134,063202
20630,859375	-133,761292
20633,789062	-133,219574
20636,718750	-132,921600
20639,648438	-132,123230
20642,578125	-132,067078
20645,507812	-132,170303
20648,437500	-131,653183
20651,367188	-131,876755
20654,296875	-131,452133
20657,226562	-131,567535
20660,156250	-131,641647
20663,085938	-131,798859
20666,015625	-131,104111
20668,945312	-132,007217
20671,875000	-131,543839
20674,804688	-131,757248
20677,734375	-131,332581
20680,664062	-131,013718
20683,593750	-131,790833
20686,523438	-132,602966
20689,453125	-132,592636
20692,382812	-131,759857
20695,312500	-133,464096
20698,242188	-132,884018
20701,171875	-133,607788
20704,101562	-134,062042
20707,031250	-133,645782
20709,960938	-134,122635
20712,890625	-134,389771
20715,820312	-134,999130
20718,750000	-134,955032
20721,679688	-135,032639
20724,609375	-135,408020
20727,539062	-135,839737
20730,468750	-135,772156
20733,398438	-136,404205
20736,328125	-136,026611
20739,257812	-136,659454
20742,187500	-136,215027
20745,117188	-137,307434
20748,046875	-136,569626
20750,976562	-136,747818
20753,906250	-137,089417
20756,835938	-137,092514
20759,765625	-136,935120
20762,695312	-137,309494
20765,625000	-137,146393
20768,554688	-137,115036
20771,484375	-137,261505
20774,414062	-137,248703
20777,343750	-137,238220
20780,273438	-137,277878
20783,203125	-137,280182
20786,132812	-137,247101
20789,062500	-137,313492
20791,992188	-137,250473
20794,921875	-137,318848
20797,851562	-137,273911
20800,781250	-137,316452
20803,710938	-137,308426
20806,640625	-137,319397
20809,570312	-137,303604
20812,500000	-137,318954
20815,429688	-137,338593
20818,359375	-137,335617
20821,289062	-137,346725
20824,218750	-137,342865
20827,148438	-137,356888
20830,078125	-137,364288
20833,007812	-137,331924
20835,937500	-137,390518
20838,867188	-137,378860
20841,796875	-137,359207
20844,726562	-137,391464
20847,656250	-137,423309
20850,585938	-137,357468
20853,515625	-137,401917
20856,445312	-137,419495
20859,375000	-137,406845
20862,304688	-137,408615
20865,234375	-137,432266
20868,164062	-137,406631
20871,093750	-137,431458
20874,023438	-137,453995
20876,953125	-137,432922
20879,882812	-137,440247
20882,812500	-137,448074
20885,742188	-137,470947
20888,671875	-137,456833
20891,601562	-137,466217
20894,531250	-137,461761
20897,460938	-137,485291
20900,390625	-137,477539
20903,320312	-137,490479
20906,250000	-137,484940
20909,179688	-137,492676
20912,109375	-137,496231
20915,039062	-137,516968
20917,968750	-137,514145
20920,898438	-137,481522
20923,828125	-137,519623
20926,757812	-137,537827
20929,687500	-137,515488
20932,617188	-137,523010
20935,546875	-137,550064
20938,476562	-137,523865
20941,406250	-137,539001
20944,335938	-137,545685
20947,265625	-137,539215
20950,195312	-137,563538
20953,125000	-137,577621
20956,054688	-137,541153
20958,984375	-137,566605
20961,914062	-137,580612
20964,843750	-137,566513
20967,773438	-137,585709
20970,703125	-137,581894
20973,632812	-137,580551
20976,562500	-137,603699
20979,492188	-137,575211
20982,421875	-137,610794
20985,351562	-137,609604
20988,281250	-137,587769
20991,210938	-137,622467
20994,140625	-137,615494
20997,070312	-137,623093
21000,000000	-137,615051
21002,929688	-137,631714
21005,859375	-137,626358
21008,789062	-137,637344
21011,718750	-137,637192
21014,648438	-137,641235
21017,578125	-137,638519
21020,507812	-137,664627
21023,437500	-137,647766
21026,367188	-137,652374
21029,296875	-137,667969
21032,226562	-137,658737
21035,156250	-137,661377
21038,085938	-137,679474
21041,015625	-137,670486
21043,945312	-137,686218
21046,875000	-137,677399
21049,804688	-137,688034
21052,734375	-137,689133
21055,664062	-137,690216
21058,593750	-137,696274
21061,523438	-137,702255
21064,453125	-137,701904
21067,382812	-137,699570
21070,312500	-137,717468
21073,242188	-137,699905
21076,171875	-137,720795
21079,101562	-137,723373
21082,031250	-137,715408
21084,960938	-137,735855
21087,890625	-137,732025
21090,820312	-137,724060
21093,750000	-137,738266
21096,679688	-137,743088
21099,609375	-137,740402
21102,539062	-137,740601
21105,468750	-137,751053
21108,398438	-137,755997
21111,328125	-137,755188
21114,257812	-137,752228
21117,187500	-137,758255
21120,117188	-137,773010
21123,046875	-137,781067
21125,976562	-137,750549
21128,906250	-137,785217
21131,835938	-137,772995
21134,765625	-137,790039
21137,695312	-137,763077
21140,625000	-137,788773
21143,554688	-137,803802
21146,484375	-137,786148
21149,414062	-137,794968
21152,343750	-137,795090
21155,273438	-137,796936
21158,203125	-137,803741
21161,132812	-137,806427
21164,062500	-137,809601
21166,992188	-137,815491
21169,921875	-137,813126
21172,851562	-137,825226
21175,781250	-137,807739
21178,710938	-137,834702
21181,640625	-137,824539
21184,570312	-137,819122
21187,500000	-137,838943
21190,429688	-137,834793
21193,359375	-137,837875
21196,289062	-137,838913
21199,218750	-137,846664
21202,148438	-137,848297
21205,078125	-137,843567
21208,007812	-137,856354
21210,937500	-137,850418
21213,867188	-137,853714
21216,796875	-137,871475
21219,726562	-137,849350
21222,656250	-137,849930
21225,585938	-137,894943
21228,515625	-137,858994
21231,445312	-137,873108
21234,375000	-137,874847
21237,304688	-137,881058
21240,234375	-137,872742
21243,164062	-137,890564
21246,093750	-137,885925
21249,023438	-137,879578
21251,953125	-137,892899
21254,882812	-137,886749
21257,812500	-137,908554
21260,742188	-137,889282
21263,671875	-137,905670
21266,601562	-137,893494
21269,531250	-137,919968
21272,460938	-137,894943
21275,390625	-137,919327
21278,320312	-137,906586
21281,250000	-137,914581
21284,179688	-137,924759
21287,109375	-137,915298
21290,039062	-137,921036
21292,968750	-137,920975
21295,898438	-137,938522
21298,828125	-137,926376
21301,757812	-137,923309
21304,687500	-137,943527
21307,617188	-137,937866
21310,546875	-137,925873
21313,476562	-137,953476
21316,406250	-137,941193
21319,335938	-137,945358
21322,265625	-137,951645
21325,195312	-137,935379
21328,125000	-137,961487
21331,054688	-137,957230
21333,984375	-137,960007
21336,914062	-137,943756
21339,843750	-137,972107
21342,773438	-137,966568
21345,703125	-137,966934
21348,632812	-137,952316
21351,562500	-137,981308
21354,492188	-137,978943
21357,421875	-137,963287
21360,351562	-137,983368
21363,281250	-137,981430
21366,210938	-137,977417
21369,140625	-137,984085
21372,070312	-137,984512
21375,000000	-137,988770
21377,929688	-137,987335
21380,859375	-137,996780
21383,789062	-137,996490
21386,718750	-137,997009
21389,648438	-137,996109
21392,578125	-138,000305
21395,507812	-138,002548
21398,437500	-138,002975
21401,367188	-138,004669
21404,296875	-138,002502
21407,226562	-138,020660
21410,156250	-138,014969
21413,085938	-138,004150
21416,015625	-138,019409
21418,945312	-138,013489
21421,875000	-138,021164
21424,804688	-138,021545
21427,734375	-138,025177
21430,664062	-138,025848
21433,593750	-138,027267
21436,523438	-138,030273
21439,453125	-138,030228
21442,382812	-138,036682
21445,312500	-138,036484
21448,242188	-138,032272
21451,171875	-138,046341
21454,101562	-138,038971
21457,031250	-138,041153
21459,960938	-138,049408
21462,890625	-138,037399
21465,820312	-138,052307
21468,750000	-138,050888
21471,679688	-138,054825
21474,609375	-138,052063
21477,539062	-138,055878
21480,468750	-138,060837
21483,398438	-138,062469
21486,328125	-138,060883
21489,257812	-138,060074
21492,187500	-138,071289
21495,117188	-138,067947
21498,046875	-138,057068
21500,976562	-138,084885
21503,906250	-138,061081
21506,835938	-138,077591
21509,765625	-138,072159
21512,695312	-138,097778
21515,625000	-138,069839
21518,554688	-138,075485
21521,484375	-138,081390
21524,414062	-138,092712
21527,343750	-138,086914
21530,273438	-138,088806
21533,203125	-138,094559
21536,132812	-138,085968
21539,062500	-138,095535
21541,992188	-138,089890
21544,921875	-138,096939
21547,851562	-138,099197
21550,781250	-138,097672
21553,710938	-138,106476
21556,640625	-138,098724
21559,570312	-138,113098
21562,500000	-138,096146
21565,429688	-138,113861
21568,359375	-138,113037
21571,289062	-138,109604
21574,218750	-138,109451
21577,148438	-138,111923
21580,078125	-138,124588
21583,007812	-138,116959
21585,937500	-138,121704
21588,867188	-138,116074
21591,796875	-138,119690
21594,726562	-138,135803
21597,656250	-138,132263
21600,585938	-138,102112
21603,515625	-138,145264
